0.607,0.63,0.607,0.608,0.0,0.0,0.603,0.0,0.603,0.603,0.0,0.606,0.6,0.0,0.584,0.602,0.661,0.00,0.603,0.599,0.0,0.605,0.589,0.624,0.607,0.647,0.604,0.602,0.615,0.608,0.609,0.0,0.0,0.605,0.608,0.612,0.605,0.0,0.617,0.00,0.599,0.599,0.607,0.574,0.609,0.607,0.611,0.606,0.0,0.668,0.62,0.0,0.0,0.604,0.0,0.591,0.0,0.0,0.6,0.611,0.0,0.602,0.608,0.591,0.0,0.607,0.0,0.604,0.593,0.61,0.603,0.6,0.607,0.63,0.607,0.607,0.62,0.604,0.576,0.0,0.0,0.604,0.597,0.0,0.0,0.00,0.604,0.647
0.607,0.6,0.616,0.592,0.0,0.0,0.608,0.0,0.604,0.588,0.0,0.601,0.605,0.0,0.592,0.598,0.617,0.00,0.608,0.608,0.0,0.607,0.612,0.6,0.604,0.602,0.624,0.597,0.605,0.6,0.606,0.0,0.0,0.59,0.606,0.609,0.607,0.0,0.0,0.00,0.621,0.601,0.616,0.573,0.67,0.607,0.609,0.601,0.0,0.621,0.621,0.0,0.0,0.624,0.0,0.093,0.0,0.0,0.618,0.609,0.0,0.602,0.607,0.093,0.0,0.622,0.0,0.624,0.601,0.678,0.608,0.602,0.608,0.6,0.604,0.608,0.627,0.612,0.575,0.0,0.0,0.612,0.616,0.0,0.0,0.00,0.607,0.607
0.669,0.631,0.96,0.97,0.0,0.543,0.628,0.626,0.675,0.951,0.0,0.669,0.637,0.625,0.613,0.674,0.631,0.00,0.628,0.615,0.0,0.674,0.609,0.675,0.669,0.651,0.625,0.671,0.675,0.668,0.675,0.0,0.0,0.653,0.631,0.676,0.674,0.0,0.664,0.00,0.668,0.612,0.96,0.0,0.627,0.945,0.0,0.674,0.0,0.681,0.619,0.543,0.0,0.675,0.0,0.604,0.0,0.0,0.616,0.675,0.0,0.675,0.675,0.604,0.0,0.949,0.612,0.675,0.613,0.635,0.628,0.668,0.676,0.631,0.668,0.676,0.629,0.672,0.606,0.0,0.0,0.672,0.613,0.0,0.975,0.00,0.619,0.961
0.671,0.636,0.607,0.61,0.0,0.0,0.616,0.621,0.673,0.652,0.0,0.669,0.641,0.0,0.611,0.675,0.621,0.00,0.616,0.617,0.0,0.673,0.614,0.616,0.669,0.675,0.63,0.672,0.631,0.624,0.674,0.0,0.0,0.597,0.645,0.62,0.673,0.0,0.666,0.00,0.673,0.612,0.607,0.0,0.975,0.674,0.0,0.674,0.0,0.632,0.635,0.0,0.0,0.674,0.0,0.605,0.0,0.0,0.62,0.642,0.0,0.683,0.674,0.605,0.0,0.959,0.0,0.674,0.608,0.636,0.616,0.624,0.675,0.636,0.673,0.675,0.629,0.676,0.608,0.0,0.0,0.676,0.672,0.0,0.0,0.00,0.665,0.847
0.67,0.632,0.635,0.607,0.0,0.0,0.63,0.0,0.671,0.612,0.0,0.67,0.646,0.0,0.613,0.615,0.615,0.00,0.63,0.618,0.0,0.676,0.611,0.638,0.671,0.639,0.659,0.612,0.672,0.614,0.615,0.0,0.0,0.585,0.665,0.644,0.676,0.0,0.673,0.00,0.668,0.612,0.635,0.0,0.606,0.63,0.0,0.639,0.0,0.668,0.9,0.0,0.0,0.616,0.0,0.606,0.0,0.0,0.624,0.664,0.0,0.674,0.674,0.606,0.0,0.615,0.0,0.616,0.625,0.647,0.63,0.667,0.639,0.632,0.673,0.639,0.673,0.631,0.605,0.0,0.0,0.631,0.613,0.0,0.0,0.00,0.676,0.631
0.674,0.634,0.678,0.611,0.0,0.0,0.671,0.0,0.671,0.596,0.0,0.671,0.635,0.0,0.613,0.629,0.614,0.00,0.671,0.616,0.0,0.674,0.612,0.644,0.67,0.619,0.674,0.677,0.624,0.667,0.679,0.0,0.0,0.622,0.755,0.62,0.674,0.0,0.656,0.00,0.667,0.615,0.678,0.0,0.606,0.617,0.0,0.674,0.0,0.628,0.633,0.0,0.0,0.675,0.0,0.602,0.0,0.0,0.644,0.72,0.0,0.674,0.675,0.602,0.0,0.674,0.0,0.675,0.606,0.651,0.671,0.625,0.639,0.634,0.673,0.639,0.639,0.615,0.608,0.0,0.0,0.615,0.614,0.0,0.0,0.00,0.626,0.621
0.672,0.677,0.635,0.608,0.0,0.0,0.609,0.0,0.675,0.594,0.0,0.672,0.641,0.0,0.618,0.621,0.632,0.00,0.609,0.751,0.0,0.63,0.604,0.687,0.672,0.646,0.674,0.621,0.654,0.625,0.678,0.0,0.0,0.657,0.671,0.658,0.677,0.0,0.682,0.00,0.669,0.633,0.635,0.0,0.631,0.615,0.0,0.674,0.0,0.666,0.628,0.0,0.0,0.638,0.0,0.597,0.0,0.0,0.624,0.657,0.0,0.681,0.672,0.597,0.0,0.612,0.0,0.638,0.746,0.663,0.609,0.611,0.615,0.677,0.628,0.615,0.613,0.621,0.607,0.0,0.0,0.621,0.615,0.0,0.0,0.00,0.671,0.67
0.617,0.615,0.616,0.608,0.0,0.54,0.614,0.604,0.612,0.595,0.0,0.615,0.0,0.626,0.616,0.616,0.614,0.00,0.614,0.614,0.0,0.614,0.615,0.616,0.615,0.644,0.614,0.614,0.615,0.614,0.617,0.0,0.0,0.609,0.614,0.618,0.615,0.0,0.614,0.00,0.616,0.615,0.616,0.603,0.602,0.617,0.0,0.616,0.0,0.0,0.0,0.54,0.0,0.616,0.0,0.093,0.0,0.0,0.615,0.0,0.0,0.614,0.616,0.093,0.0,0.614,0.615,0.616,0.0,0.62,0.614,0.614,0.652,0.615,0.616,0.652,0.653,0.613,0.604,0.0,0.0,0.613,0.612,0.0,0.608,0.00,0.647,0.627
0.616,0.616,0.613,0.621,0.0,0.0,0.612,0.592,0.607,0.599,0.0,0.615,0.0,0.0,0.611,0.626,0.773,0.00,0.612,0.614,0.0,0.614,0.719,0.616,0.616,0.626,0.614,0.614,0.607,0.616,0.617,0.0,0.0,0.604,0.615,0.62,0.616,0.0,0.616,0.00,0.613,0.0,0.613,0.597,0.61,0.617,0.0,0.615,0.0,0.0,0.0,0.0,0.0,0.616,0.0,0.093,0.0,0.0,0.616,0.0,0.0,0.614,0.617,0.093,0.0,0.615,0.0,0.616,0.0,0.622,0.612,0.616,0.653,0.616,0.614,0.653,0.611,0.615,0.606,0.0,0.0,0.615,0.611,0.0,0.0,0.00,0.637,0.63
0.616,0.616,0.615,0.612,0.0,0.0,0.612,0.0,0.611,0.588,0.0,0.615,0.0,0.0,0.616,0.625,0.614,0.00,0.612,0.614,0.0,0.614,0.64,0.615,0.615,0.644,0.614,0.614,0.611,0.615,0.617,0.0,0.0,0.601,0.611,0.62,0.616,0.0,0.613,0.00,0.615,0.0,0.615,0.607,0.608,0.616,0.0,0.614,0.0,0.0,0.0,0.0,0.0,0.616,0.0,0.093,0.0,0.0,0.612,0.0,0.0,0.614,0.616,0.093,0.0,0.621,0.0,0.616,0.0,0.63,0.612,0.615,0.653,0.616,0.613,0.653,0.651,0.614,0.602,0.0,0.0,0.614,0.611,0.0,0.0,0.00,0.638,0.615
0.616,0.615,0.608,0.615,0.0,0.0,0.614,0.0,0.611,0.591,0.0,0.618,0.0,0.0,0.614,0.616,0.655,0.00,0.614,0.614,0.0,0.615,0.717,0.614,0.616,0.643,0.614,0.614,0.605,0.614,0.617,0.0,0.0,0.615,0.612,0.619,0.615,0.0,0.614,0.00,0.615,0.0,0.608,0.596,0.612,0.616,0.0,0.614,0.0,0.0,0.0,0.0,0.0,0.615,0.0,0.094,0.0,0.0,0.614,0.0,0.0,0.614,0.615,0.094,0.0,0.61,0.0,0.615,0.0,0.625,0.614,0.614,0.653,0.615,0.614,0.653,0.613,0.614,0.608,0.0,0.0,0.614,0.611,0.0,0.0,0.00,0.642,0.62
0.615,0.614,0.616,0.622,0.0,0.0,0.614,0.0,0.607,0.595,0.0,0.614,0.0,0.0,0.616,0.616,0.614,0.00,0.614,0.614,0.0,0.614,0.606,0.614,0.616,0.63,0.614,0.614,0.612,0.616,0.617,0.0,0.0,0.6,0.614,0.618,0.614,0.0,0.616,0.00,0.614,0.0,0.616,0.6,0.615,0.616,0.0,0.614,0.0,0.0,0.0,0.0,0.0,0.616,0.0,0.094,0.0,0.0,0.614,0.0,0.0,0.614,0.615,0.094,0.0,0.615,0.0,0.616,0.0,0.627,0.614,0.616,0.651,0.614,0.613,0.651,0.619,0.613,0.123,0.0,0.0,0.613,0.612,0.0,0.0,0.00,0.615,0.606
0.98,0.979,0.966,0.979,0.0,0.52,0.779,0.589,0.92,0.952,0.0,0.98,0.765,0.596,0.643,0.976,0.639,0.00,0.779,0.639,0.0,0.94,0.6,0.976,0.979,0.62,0.952,0.975,0.666,0.976,0.976,0.0,0.0,0.64,0.0,0.978,0.979,0.0,0.772,0.00,0.973,0.758,0.966,0.934,0.977,0.972,0.0,0.977,0.0,0.976,0.979,0.52,0.0,0.976,0.0,0.53,0.0,0.0,0.979,0.978,0.0,0.953,0.966,0.53,0.0,0.978,0.758,0.976,0.0,0.613,0.779,0.976,0.607,0.979,0.974,0.607,0.611,0.978,0.631,0.0,0.0,0.978,0.914,0.0,0.972,0.00,0.597,0.98
0.98,0.979,0.664,0.597,0.0,0.0,0.653,0.58,0.89,0.614,0.0,0.979,0.834,0.0,0.651,0.978,0.601,0.00,0.653,0.637,0.0,0.64,0.596,0.843,0.98,0.62,0.976,0.974,0.684,0.979,0.978,0.0,0.0,0.65,0.0,0.977,0.979,0.0,0.679,0.00,0.745,0.779,0.664,0.825,0.639,0.64,0.0,0.978,0.0,0.612,0.601,0.0,0.0,0.979,0.0,0.596,0.0,0.0,0.975,0.639,0.0,0.948,0.961,0.596,0.0,0.979,0.779,0.979,0.0,0.609,0.653,0.979,0.63,0.979,0.969,0.63,0.974,0.979,0.629,0.0,0.0,0.979,0.946,0.0,0.0,0.00,0.595,0.977
0.979,0.977,0.849,0.596,0.0,0.0,0.651,0.0,0.886,0.815,0.0,0.976,0.675,0.0,0.65,0.964,0.637,0.00,0.651,0.64,0.0,0.933,0.596,0.642,0.976,0.622,0.978,0.976,0.602,0.637,0.964,0.0,0.0,0.98,0.0,0.647,0.977,0.0,0.729,0.00,0.969,0.975,0.849,0.901,0.601,0.876,0.0,0.977,0.0,0.966,0.626,0.0,0.0,0.975,0.0,0.596,0.0,0.0,0.975,0.743,0.0,0.952,0.964,0.596,0.0,0.973,0.975,0.975,0.0,0.611,0.651,0.637,0.632,0.977,0.745,0.632,0.637,0.753,0.629,0.0,0.0,0.753,0.923,0.0,0.0,0.00,0.602,0.611
0.98,0.976,0.651,0.596,0.0,0.0,0.64,0.0,0.893,0.668,0.0,0.978,0.675,0.0,0.613,0.952,0.601,0.00,0.64,0.638,0.0,0.976,0.611,0.666,0.978,0.61,0.964,0.975,0.668,0.762,0.952,0.0,0.0,0.59,0.0,0.643,0.976,0.0,0.666,0.00,0.654,0.0,0.651,0.898,0.659,0.709,0.0,0.977,0.0,0.61,0.671,0.0,0.0,0.972,0.0,0.589,0.0,0.0,0.976,0.658,0.0,0.957,0.972,0.589,0.0,0.98,0.0,0.972,0.0,0.717,0.64,0.762,0.706,0.976,0.0,0.706,0.647,0.786,0.629,0.0,0.0,0.786,0.899,0.0,0.0,0.00,0.613,0.699
0.976,0.644,0.951,0.598,0.0,0.0,0.982,0.0,0.868,0.62,0.0,0.978,0.707,0.0,0.634,0.964,0.64,0.00,0.982,0.64,0.0,0.839,0.597,0.861,0.978,0.608,0.939,0.974,0.637,0.698,0.964,0.0,0.0,0.612,0.0,0.639,0.976,0.0,0.668,0.00,0.975,0.0,0.951,0.783,0.754,0.656,0.0,0.967,0.0,0.968,0.657,0.0,0.0,0.957,0.0,0.592,0.0,0.0,0.975,0.6,0.0,0.967,0.955,0.592,0.0,0.646,0.0,0.957,0.0,0.714,0.982,0.698,0.6,0.644,0.978,0.6,0.97,0.768,0.628,0.0,0.0,0.768,0.905,0.0,0.0,0.00,0.602,0.623
0.68,0.684,0.667,0.992,0.0,0.494,0.629,0.611,0.669,0.656,0.0,0.681,0.745,0.674,0.682,0.681,0.907,0.00,0.629,0.907,0.0,0.682,0.607,0.681,0.68,0.625,0.679,0.624,0.631,0.675,0.681,0.0,0.0,0.659,0.62,0.743,0.682,0.0,0.666,0.00,0.987,0.627,0.667,0.661,0.69,0.676,0.0,0.68,0.0,0.681,0.61,0.494,0.0,0.681,0.0,0.622,0.0,0.0,0.68,0.68,0.0,0.68,0.681,0.622,0.0,0.991,0.627,0.681,0.619,0.628,0.629,0.675,0.619,0.684,0.986,0.619,0.679,0.678,0.68,0.0,0.0,0.678,0.679,0.0,0.672,0.00,0.621,0.618
0.681,0.627,0.623,0.671,0.0,0.0,0.677,0.597,0.669,0.602,0.0,0.628,0.859,0.0,0.894,0.683,0.627,0.00,0.677,0.918,0.0,0.627,0.609,0.628,0.681,0.627,0.628,0.678,0.619,0.679,0.683,0.0,0.0,0.609,0.62,0.993,0.627,0.0,0.677,0.00,0.677,0.0,0.623,0.658,0.772,0.628,0.0,0.68,0.0,0.626,0.683,0.0,0.0,0.628,0.0,0.086,0.0,0.0,0.682,0.629,0.0,0.68,0.677,0.086,0.0,0.992,0.0,0.628,0.627,0.628,0.677,0.679,0.626,0.627,0.678,0.626,0.9,0.679,0.691,0.0,0.0,0.679,0.679,0.0,0.0,0.00,0.613,0.618
0.627,0.681,0.617,0.627,0.0,0.0,0.636,0.0,0.67,0.656,0.0,0.627,0.624,0.0,0.907,0.628,0.918,0.00,0.636,0.878,0.0,0.678,0.61,0.685,0.627,0.627,0.627,0.679,0.632,0.68,0.628,0.0,0.0,0.613,0.619,0.628,0.678,0.0,0.662,0.00,0.679,0.0,0.617,0.662,0.716,0.703,0.0,0.68,0.0,0.682,0.614,0.0,0.0,0.685,0.0,0.086,0.0,0.0,0.659,0.625,0.0,0.68,0.682,0.086,0.0,0.676,0.0,0.685,0.621,0.627,0.636,0.68,0.626,0.681,0.678,0.626,0.625,0.679,0.675,0.0,0.0,0.679,0.68,0.0,0.0,0.00,0.614,0.619
0.627,0.633,0.682,0.753,0.0,0.0,0.629,0.0,0.671,0.729,0.0,0.68,0.676,0.0,0.938,0.679,0.627,0.00,0.629,0.68,0.0,0.651,0.608,0.645,0.68,0.626,0.631,0.678,0.627,0.618,0.679,0.0,0.0,0.617,0.616,0.787,0.651,0.0,0.671,0.00,0.679,0.0,0.682,0.659,0.766,0.896,0.0,0.627,0.0,0.627,0.613,0.0,0.0,0.627,0.0,0.618,0.0,0.0,0.629,0.628,0.0,0.679,0.681,0.618,0.0,0.681,0.0,0.627,0.629,0.629,0.629,0.618,0.627,0.633,0.678,0.627,0.75,0.676,0.689,0.0,0.0,0.676,0.677,0.0,0.0,0.00,0.618,0.67
0.68,0.639,0.627,0.706,0.0,0.0,0.687,0.0,0.625,0.772,0.0,0.627,0.679,0.0,0.751,0.705,0.628,0.00,0.687,0.897,0.0,0.627,0.616,0.712,0.68,0.628,0.64,0.627,0.624,0.627,0.705,0.0,0.0,0.619,0.616,0.734,0.627,0.0,0.66,0.00,0.678,0.0,0.627,0.659,0.984,0.789,0.0,0.627,0.0,0.681,0.614,0.0,0.0,0.682,0.0,0.61,0.0,0.0,0.682,0.627,0.0,0.681,0.628,0.61,0.0,0.627,0.0,0.682,0.632,0.68,0.687,0.627,0.628,0.639,0.679,0.628,0.625,0.678,0.676,0.0,0.0,0.678,0.678,0.0,0.0,0.00,0.593,0.671
0.935,0.936,0.927,0.924,0.0,0.0,0.952,0.504,0.945,0.791,0.939,0.929,0.785,0.948,0.93,0.947,0.938,0.00,0.952,0.526,0.0,0.947,0.877,0.938,0.935,0.547,0.931,0.94,0.918,0.533,0.864,0.0,0.0,0.946,0.612,0.925,0.947,0.0,0.567,0.00,0.934,0.934,0.939,0.699,0.934,0.939,0.939,0.933,0.0,0.82,0.606,0.0,0.0,0.938,0.0,0.362,0.0,0.0,0.939,0.939,0.0,0.943,0.94,0.362,0.0,0.923,0.934,0.938,0.0,0.518,0.952,0.533,0.947,0.936,0.928,0.947,0.902,0.932,0.886,0.0,0.0,0.932,0.943,0.0,0.94,0.00,0.945,0.95
0.929,0.936,0.917,0.804,0.0,0.0,0.936,0.42,0.947,0.892,0.938,0.93,0.598,0.0,0.918,0.94,0.932,0.00,0.936,0.522,0.0,0.939,0.858,0.943,0.929,0.516,0.943,0.934,0.912,0.528,0.925,0.0,0.0,0.912,0.937,0.95,0.939,0.0,0.579,0.00,0.933,0.0,0.942,0.735,0.672,0.938,0.961,0.932,0.0,0.466,0.517,0.0,0.0,0.94,0.0,0.203,0.0,0.0,0.943,0.961,0.0,0.957,0.935,0.203,0.0,0.931,0.0,0.94,0.0,0.521,0.936,0.528,0.95,0.936,0.933,0.95,0.896,0.929,0.833,0.0,0.0,0.929,0.946,0.0,0.0,0.00,0.938,0.933
0.935,0.946,0.939,0.94,0.0,0.0,0.947,0.0,0.951,0.899,0.943,0.934,0.606,0.0,0.879,0.943,0.526,0.00,0.947,0.515,0.0,0.935,0.799,0.948,0.934,0.523,0.934,0.939,0.917,0.533,0.901,0.0,0.0,0.95,0.919,0.948,0.935,0.0,0.562,0.00,0.926,0.0,0.937,0.721,0.774,0.943,0.956,0.953,0.0,0.866,0.51,0.0,0.0,0.943,0.0,0.293,0.0,0.0,0.948,0.956,0.0,0.948,0.932,0.293,0.0,0.931,0.0,0.943,0.0,0.512,0.947,0.533,0.946,0.946,0.926,0.946,0.936,0.925,0.789,0.0,0.0,0.925,0.94,0.0,0.0,0.00,0.905,0.938
0.935,0.941,0.934,0.861,0.0,0.0,0.952,0.0,0.951,0.872,0.937,0.933,0.754,0.0,0.896,0.943,0.94,0.00,0.952,0.526,0.0,0.943,0.843,0.935,0.929,0.518,0.94,0.946,0.927,0.937,0.947,0.0,0.0,0.848,0.519,0.897,0.943,0.0,0.61,0.00,0.939,0.0,0.94,0.724,0.85,0.937,0.96,0.939,0.0,0.457,0.522,0.0,0.0,0.948,0.0,0.182,0.0,0.0,0.943,0.96,0.0,0.955,0.93,0.182,0.0,0.943,0.0,0.948,0.0,0.522,0.952,0.937,0.943,0.941,0.939,0.943,0.755,0.936,0.886,0.0,0.0,0.936,0.941,0.0,0.0,0.00,0.855,0.511
0.935,0.948,0.942,0.756,0.0,0.0,0.936,0.0,0.955,0.787,0.929,0.935,0.584,0.0,0.522,0.937,0.929,0.00,0.936,0.518,0.0,0.928,0.89,0.934,0.935,0.527,0.934,0.939,0.91,0.94,0.94,0.0,0.0,0.937,0.885,0.522,0.928,0.0,0.583,0.00,0.926,0.0,0.929,0.775,0.497,0.929,0.956,0.933,0.0,0.802,0.938,0.0,0.0,0.935,0.0,0.233,0.0,0.0,0.904,0.956,0.0,0.959,0.935,0.233,0.0,0.934,0.0,0.935,0.0,0.518,0.936,0.94,0.951,0.948,0.926,0.951,0.925,0.923,0.886,0.0,0.0,0.923,0.939,0.0,0.0,0.00,0.931,0.737
0.794,0.796,0.786,0.0,0.0,0.0,0.795,0.0,0.793,0.761,0.792,0.794,0.57,0.799,0.793,0.794,0.793,0.00,0.795,0.792,0.0,0.793,0.548,0.846,0.794,0.834,0.794,0.802,0.793,0.793,0.846,0.0,0.0,0.793,0.0,0.796,0.793,0.783,0.564,0.00,0.784,0.792,0.786,0.749,0.797,0.792,0.794,0.796,0.0,0.566,0.846,0.0,0.0,0.846,0.0,0.32,0.0,0.0,0.792,0.794,0.0,0.794,0.794,0.32,0.0,0.791,0.792,0.846,0.0,0.0,0.795,0.793,0.509,0.796,0.783,0.509,0.794,0.793,0.319,0.0,0.0,0.793,0.802,0.0,0.799,0.00,0.845,0.794
0.794,0.793,0.787,0.0,0.0,0.0,0.793,0.0,0.793,0.795,0.792,0.796,0.515,0.0,0.796,0.793,0.793,0.00,0.793,0.794,0.0,0.794,0.805,0.85,0.793,0.835,0.793,0.801,0.796,0.797,0.85,0.0,0.0,0.78,0.0,0.789,0.796,0.784,0.572,0.00,0.51,0.0,0.787,0.75,0.628,0.792,0.793,0.795,0.0,0.444,0.832,0.0,0.0,0.85,0.0,0.325,0.0,0.0,0.807,0.793,0.0,0.795,0.799,0.325,0.0,0.789,0.0,0.85,0.0,0.0,0.793,0.797,0.505,0.793,0.784,0.505,0.789,0.797,0.297,0.0,0.0,0.797,0.801,0.0,0.0,0.00,0.85,0.784
0.794,0.793,0.785,0.0,0.0,0.0,0.795,0.0,0.794,0.768,0.791,0.793,0.556,0.0,0.791,0.796,0.792,0.00,0.795,0.794,0.0,0.792,0.8,0.839,0.795,0.844,0.793,0.509,0.803,0.796,0.839,0.0,0.0,0.792,0.0,0.794,0.794,0.793,0.548,0.00,0.78,0.0,0.785,0.764,0.515,0.791,0.798,0.793,0.0,0.552,0.836,0.0,0.0,0.839,0.0,0.325,0.0,0.0,0.793,0.798,0.0,0.799,0.794,0.325,0.0,0.793,0.0,0.839,0.0,0.0,0.795,0.796,0.798,0.793,0.778,0.798,0.788,0.797,0.304,0.0,0.0,0.797,0.509,0.0,0.0,0.00,0.838,0.795
0.796,0.796,0.788,0.0,0.0,0.0,0.795,0.0,0.795,0.763,0.794,0.794,0.556,0.0,0.793,0.854,0.792,0.00,0.795,0.792,0.0,0.796,0.801,0.834,0.794,0.855,0.794,0.141,0.802,0.803,0.854,0.0,0.0,0.787,0.0,0.794,0.793,0.792,0.551,0.00,0.793,0.0,0.788,0.768,0.511,0.794,0.797,0.794,0.0,0.452,0.756,0.0,0.0,0.854,0.0,0.32,0.0,0.0,0.796,0.797,0.0,0.796,0.797,0.32,0.0,0.792,0.0,0.854,0.0,0.0,0.795,0.803,0.505,0.796,0.792,0.505,0.795,0.793,0.298,0.0,0.0,0.793,0.141,0.0,0.0,0.00,0.756,0.754
0.794,0.798,0.785,0.0,0.0,0.0,0.791,0.0,0.796,0.736,0.753,0.798,0.564,0.0,0.794,0.834,0.793,0.00,0.791,0.796,0.0,0.796,0.799,0.836,0.794,0.824,0.796,0.51,0.802,0.794,0.834,0.0,0.0,0.507,0.0,0.793,0.793,0.797,0.532,0.00,0.793,0.0,0.785,0.77,0.783,0.753,0.793,0.796,0.0,0.539,0.834,0.0,0.0,0.834,0.0,0.326,0.0,0.0,0.792,0.793,0.0,0.795,0.796,0.326,0.0,0.792,0.0,0.834,0.0,0.0,0.791,0.794,0.795,0.798,0.797,0.795,0.788,0.797,0.286,0.0,0.0,0.797,0.51,0.0,0.0,0.00,0.832,0.749
0.739,0.577,0.736,0.744,0.0,0.0,0.726,0.712,0.594,0.711,0.0,0.735,0.544,0.738,0.0,0.593,0.789,0.00,0.726,0.74,0.0,0.582,0.758,0.744,0.739,0.582,0.74,0.778,0.818,0.787,0.74,0.0,0.0,0.696,0.0,0.747,0.582,0.0,0.0,0.00,0.594,0.715,0.736,0.52,0.739,0.744,0.744,0.586,0.0,0.734,0.788,0.0,0.0,0.744,0.0,0.243,0.0,0.0,0.734,0.744,0.0,0.728,0.735,0.243,0.0,0.733,0.715,0.744,0.0,0.753,0.726,0.787,0.653,0.577,0.0,0.653,0.753,0.778,0.765,0.0,0.0,0.778,0.747,0.0,0.748,0.00,0.76,0.637
0.747,0.768,0.789,0.739,0.0,0.0,0.716,0.7,0.763,0.7,0.0,0.699,0.562,0.0,0.0,0.366,0.74,0.00,0.716,0.702,0.0,0.589,0.737,0.581,0.577,0.581,0.735,0.774,0.82,0.78,0.743,0.0,0.0,0.611,0.0,0.725,0.589,0.0,0.0,0.00,0.581,0.0,0.789,0.536,0.604,0.797,0.762,0.579,0.0,0.792,0.744,0.0,0.0,0.735,0.0,0.358,0.0,0.0,0.792,0.762,0.0,0.724,0.739,0.358,0.0,0.789,0.0,0.735,0.0,0.744,0.716,0.78,0.768,0.768,0.0,0.768,0.722,0.776,0.765,0.0,0.0,0.776,0.737,0.0,0.0,0.00,0.771,0.696
0.736,0.773,0.811,0.723,0.0,0.0,0.726,0.0,0.669,0.584,0.0,0.739,0.563,0.0,0.0,0.74,0.601,0.00,0.726,0.705,0.0,0.763,0.752,0.757,0.58,0.561,0.593,0.768,0.754,0.741,0.577,0.0,0.0,0.575,0.0,0.742,0.763,0.0,0.0,0.00,0.803,0.0,0.811,0.55,0.746,0.562,0.762,0.584,0.0,0.735,0.79,0.0,0.0,0.74,0.0,0.243,0.0,0.0,0.757,0.762,0.0,0.735,0.683,0.243,0.0,0.731,0.0,0.74,0.0,0.764,0.726,0.771,0.65,0.773,0.0,0.65,0.583,0.606,0.761,0.0,0.0,0.606,0.59,0.0,0.0,0.00,0.722,0.654
0.577,0.774,0.801,0.765,0.0,0.0,0.739,0.0,0.616,0.606,0.0,0.747,0.512,0.0,0.0,0.579,0.702,0.00,0.739,0.789,0.0,0.585,0.754,0.581,0.689,0.573,0.581,0.772,0.808,0.76,0.744,0.0,0.0,0.656,0.0,0.741,0.585,0.0,0.0,0.00,0.599,0.0,0.801,0.569,0.791,0.762,0.763,0.752,0.0,0.785,0.581,0.0,0.0,0.581,0.0,0.329,0.0,0.0,0.585,0.763,0.0,0.701,0.747,0.329,0.0,0.74,0.0,0.581,0.0,0.747,0.739,0.772,0.648,0.774,0.0,0.648,0.77,0.767,0.768,0.0,0.0,0.767,0.751,0.0,0.0,0.00,0.761,0.745
0.735,0.774,0.789,0.589,0.0,0.0,0.753,0.0,0.584,0.633,0.0,0.736,0.523,0.0,0.0,0.593,0.786,0.00,0.753,0.78,0.0,0.585,0.747,0.792,0.736,0.582,0.744,0.776,0.786,0.649,0.581,0.0,0.0,0.728,0.0,0.743,0.585,0.0,0.0,0.00,0.744,0.0,0.789,0.53,0.558,0.585,0.786,0.598,0.0,0.735,0.777,0.0,0.0,0.579,0.0,0.311,0.0,0.0,0.581,0.786,0.0,0.733,0.736,0.311,0.0,0.745,0.0,0.579,0.0,0.775,0.753,0.749,0.744,0.774,0.0,0.744,0.734,0.673,0.767,0.0,0.0,0.673,0.736,0.0,0.0,0.00,0.766,0.721
0.801,0.523,0.685,0.6,0.0,0.0,0.6,0.752,0.524,0.791,0.0,0.801,0.607,0.524,0.0,0.595,0.806,0.00,0.6,0.806,0.0,0.519,0.783,0.802,0.521,0.495,0.595,0.527,0.811,0.531,0.592,0.0,0.0,0.796,0.759,0.61,0.519,0.0,0.415,0.00,0.807,0.611,0.685,0.789,0.524,0.806,0.53,0.526,0.0,0.783,0.802,0.0,0.0,0.802,0.0,0.228,0.0,0.0,0.526,0.53,0.0,0.529,0.521,0.228,0.0,0.808,0.611,0.802,0.0,0.777,0.6,0.531,0.52,0.523,0.807,0.52,0.796,0.525,0.598,0.0,0.0,0.525,0.595,0.0,0.531,0.00,0.801,0.511
0.797,0.522,0.805,0.802,0.0,0.0,0.526,0.758,0.525,0.519,0.0,0.521,0.598,0.0,0.0,0.565,0.55,0.00,0.526,0.799,0.0,0.523,0.779,0.526,0.521,0.528,0.565,0.526,0.811,0.526,0.592,0.0,0.0,0.591,0.747,0.594,0.523,0.0,0.424,0.00,0.803,0.0,0.805,0.772,0.823,0.529,0.537,0.526,0.0,0.777,0.812,0.0,0.0,0.794,0.0,0.356,0.0,0.0,0.799,0.537,0.0,0.524,0.521,0.356,0.0,0.805,0.0,0.794,0.0,0.794,0.526,0.526,0.549,0.522,0.803,0.549,0.611,0.527,0.6,0.0,0.0,0.527,0.542,0.0,0.0,0.00,0.759,0.769
